gene_id,type,percent_disorder,average_dnds,fpkm,nc,gc,protein_length,gravy,cai,taxon
LmjF.32.3490,non-orphan,12.09677419,0.17044,12.6832,42.68,0.643,684,-0.29664,0.394,TRITRYP
LmjF.32.3560,non-orphan,25.75039494,0.49081,13.7313,48.77,0.644,573,-0.26004,0.332,TRITRYP
LmjF.32.3570,non-orphan,32.6609775,0.41159,12.8035,47.55,0.654,1229,-0.19902,0.33,TRITRYP
LmjF.32.3590,non-orphan,0,0.43406,24.1315,39.81,0.581,117,0.23162,0.401,TRITRYP
LmjF.32.3610,non-orphan,0,0.04437,61.2134,36.85,0.59,147,-0.09388,0.616,TRITRYP
LmjF.32.3620,non-orphan,35.24096386,0.32569,7.755,49.46,0.642,272,-0.26912,0.328,TRITRYP
LmjF.32.3700,non-orphan,29.2249047,0.20044,15.589,45.02,0.615,727,-0.57607,0.381,TRITRYP
LmjF.32.3710,non-orphan,68.20512821,0.15693,7.935,44.84,0.612,135,-0.69185,0.388,TRITRYP
LmjF.32.3720,non-orphan,3.177570093,0.37119,14.7929,46.45,0.599,475,0.66063,0.362,TRITRYP
LmjF.32.3730,non-orphan,7.547169811,0.23515,16.7633,46.41,0.602,205,0.14829,0.355,TRITRYP
LmjF.32.3740,non-orphan,8.372093023,0.15707,16.1518,46.5,0.604,155,-0.59355,0.364,TRITRYP
LmjF.32.3750,non-orphan,19.51951952,0.25123,14.3493,48.75,0.614,273,-0.27289,0.34,TRITRYP
LmjF.32.3760,non-orphan,19.61077844,0.45166,15.8666,48.76,0.627,608,-0.07993,0.334,TRITRYP
LmjF.32.3770,non-orphan,40.10416667,0.33849,44.4091,42.36,0.614,132,-0.73561,0.335,TRITRYP
LmjF.32.3780,non-orphan,37.24489796,0.14927,31.492,39.62,0.586,136,-0.95956,0.464,TRITRYP
LmjF.32.3800,non-orphan,23.94366197,0.29065,8.9212,44.72,0.631,224,-0.0375,0.328,TRITRYP
LmjF.32.3830,non-orphan,1.234567901,0.08244,23.0735,49.68,0.537,183,0.63115,0.373,TRITRYP
LmjF.32.3840,non-orphan,0,0.4344,17.0279,48.37,0.548,188,0.63777,0.389,TRITRYP
LmjF.32.3860,non-orphan,13.62704918,0.13174,18.442,44.14,0.635,916,-0.15502,0.414,TRITRYP
LmjF.32.3870,non-orphan,3.873873874,0.09018,50.3574,37.69,0.605,1050,-0.42305,0.543,TRITRYP
LmjF.32.3880,non-orphan,2.637889688,0.17956,10.479,49.87,0.629,357,0.08824,0.376,TRITRYP
LmjF.32.3910,non-orphan,1.35501355,0.08673,33.3642,46.13,0.574,309,0.07476,0.405,TRITRYP
LmjF.32.3940,non-orphan,1.461038961,0.19124,11.5989,50.84,0.588,556,-0.00234,0.313,TRITRYP
LmjF.32.3950,non-orphan,9.582542694,0.29421,17.5393,47.92,0.609,994,-0.06851,0.341,TRITRYP
LmjF.32.3960,non-orphan,2.040816327,0.08118,21.2702,47.95,0.557,185,-0.66973,0.332,TRITRYP
LmjF.32.3970,non-orphan,4.611330698,0.13214,29.359,47.77,0.581,699,-0.30715,0.331,TRITRYP
LmjF.32.3980,non-orphan,19.37984496,0.22262,9.2351,53.85,0.593,198,-0.38384,0.345,TRITRYP
LmjF.32.3990,non-orphan,18.05766313,0.39045,32.8763,43.46,0.608,599,-0.4187,0.379,TRITRYP
LmjF.33.0010,non-orphan,19.3877551,0.08893,17.9834,43.75,0.617,822,-0.49574,0.409,TRITRYP
LmjF.33.0020,non-orphan,0,0.24365,28.6041,49.15,0.602,109,0.21651,0.333,TRITRYP
LmjF.33.0030,non-orphan,2.435064935,0.26149,22.0166,51.48,0.582,556,-0.25594,0.31,TRITRYP
LmjF.33.0050,non-orphan,34.93150685,0.36259,36.4176,57.97,0.586,232,-0.15862,0.283,TRITRYP
LmjF.33.0070,non-orphan,24.63576159,0.2112,13.4385,46.76,0.601,695,-0.17079,0.368,TRITRYP
LmjF.33.0080,non-orphan,39.50617284,0.09706,17.1342,49.45,0.61,183,-0.90765,0.308,TRITRYP
LmjF.33.0090,non-orphan,5.341246291,0.35681,15.9157,50.72,0.597,614,0.12818,0.306,TRITRYP
LmjF.33.0100,non-orphan,3.846153846,0.36456,12.5755,50.2,0.591,330,0.50939,0.337,TRITRYP
LmjF.33.0110,non-orphan,55.09708738,0.2159,31.9803,48.89,0.608,352,-0.66335,0.336,TRITRYP
LmjF.33.0140,non-orphan,0.641025641,0.39287,19.6366,49.21,0.602,408,0.01054,0.339,TRITRYP
LmjF.33.0150,non-orphan,26.25368732,0.49095,14.6751,52.34,0.597,279,-0.58244,0.32,TRITRYP
LmjF.33.0170,non-orphan,4.891304348,0.4209,34.6738,49.85,0.551,308,0.33766,0.359,TRITRYP
LmjF.33.0190,non-orphan,3.472222222,0.40377,20.0581,51.67,0.605,516,-0.01938,0.293,TRITRYP
LmjF.33.0200,non-orphan,24.93523316,0.25802,19.2375,46.95,0.614,1484,-0.18019,0.356,TRITRYP
LmjF.33.0210,non-orphan,25.59095581,0.58755,25.9656,49.67,0.582,913,-0.01139,0.337,TRITRYP
LmjF.33.0220,non-orphan,76,0.34933,24.9866,47.06,0.579,140,-0.54786,0.405,TRITRYP
LmjF.33.0230,non-orphan,15.82278481,0.21742,30.2005,47.83,0.587,572,-0.14056,0.334,TRITRYP
LmjF.33.0235,non-orphan,15.58245083,0.65242,19.5333,53.64,0.617,601,-0.21747,0.265,TRITRYP
LmjF.33.0240,non-orphan,1.960784314,0.14974,45.3329,39.55,0.621,450,-0.12778,0.459,TRITRYP
LmjF.33.0250,non-orphan,22.86432161,0.37585,27.4612,48.27,0.627,338,-0.35414,0.306,TRITRYP
LmjF.33.0260,non-orphan,63.99026764,0.17234,30.3512,45.64,0.674,351,-0.68661,0.361,TRITRYP
LmjF.33.0270,non-orphan,0.963855422,0.18812,30.406,44.67,0.577,355,-0.05887,0.429,TRITRYP
LmjF.33.0280,non-orphan,16.46234676,0.11205,18.9501,49.12,0.614,511,-0.24305,0.338,TRITRYP
LmjF.33.0290,non-orphan,20.64220183,0.15702,23.2269,44.54,0.56,594,0.29024,0.404,TRITRYP
LmjF.33.0300,non-orphan,0.192307692,0.20443,11.3932,42.68,0.608,460,-0.00391,0.39,TRITRYP
LmjF.33.0310,non-orphan,25.30949106,0.04163,33.6926,41,0.599,667,-0.48021,0.494,TRITRYP
LmjF.33.0370,non-orphan,42.76649746,0.24731,14.3328,46.89,0.634,728,-0.35467,0.354,TRITRYP
LmjF.33.0380,non-orphan,3.367875648,0.15002,19.8363,46.16,0.603,326,-0.06043,0.396,TRITRYP
LmjF.33.0390,non-orphan,33.1002331,0.34411,23.2652,49.61,0.619,369,-0.45312,0.356,TRITRYP
LmjF.33.0420,non-orphan,13.20754717,0.13344,17.9472,37.65,0.646,99,0.06768,0.577,TRITRYP
LmjF.33.0430,non-orphan,13.29113924,0.5033,5.1729,47.7,0.651,1046,0.01539,0.339,TRITRYP
LmjF.33.0440,non-orphan,15.84507042,0.42692,8.9631,53.41,0.643,224,-0.21429,0.267,TRITRYP
LmjF.33.0450,non-orphan,27.17391304,0.12916,16.3447,38.45,0.627,216,-0.86111,0.484,TRITRYP
LmjF.33.0490,non-orphan,21.22807018,0.58334,10.6904,51.51,0.645,1080,-0.29398,0.287,TRITRYP
LmjF.33.0500,non-orphan,3.551912568,0.28207,13.1155,44.78,0.632,306,0.00033,0.392,TRITRYP
LmjF.33.0510,non-orphan,19.11298838,0.54035,16.9191,47.86,0.638,887,-0.04701,0.34,TRITRYP
LmjF.33.0530,non-orphan,26.85185185,0.50774,10.8897,47.36,0.642,1452,-0.11205,0.332,TRITRYP
LmjF.33.0535,non-orphan,4.580152672,0.2194,14.3305,47.79,0.604,202,-0.08267,0.279,TRITRYP
LmjF.33.0540,non-orphan,19.95884774,0.31552,10.9826,45.9,0.62,426,-0.11455,0.358,TRITRYP
LmjF.33.0565,non-orphan,22.54901961,0.63166,26.7725,51.36,0.63,144,-0.59444,0.322,TRITRYP
LmjF.33.0570,non-orphan,21.02803738,0.20404,27.9688,42.39,0.608,582,-0.41065,0.435,TRITRYP
LmjF.33.0590,non-orphan,40.7486631,0.07427,39.2392,50.15,0.541,875,-0.8632,0.319,TRITRYP
LmjF.33.0600,non-orphan,10.4,0.12208,24.3274,49.39,0.523,190,-0.80842,0.258,TRITRYP
LmjF.33.0605,non-orphan,1.642710472,0.3607,46.3762,60.69,0.496,427,-0.05199,0.176,TRITRYP
LmjF.33.0610,non-orphan,4.347826087,0.14633,108.691,48.13,0.511,193,-0.2456,0.322,TRITRYP
LmjF.33.0620,non-orphan,28.45303867,0.12022,63.178,52.05,0.552,302,-0.55298,0.32,TRITRYP
LmjF.33.0630,non-orphan,17.09090909,0.6263,19.7661,55.68,0.591,490,-0.17122,0.237,TRITRYP
LmjF.33.0640,non-orphan,21.46892655,0.54818,44.002,54.67,0.578,117,-0.32735,0.276,TRITRYP
LmjF.33.0650,non-orphan,71.1156742,0.31507,33.6925,45.14,0.634,1401,-0.74968,0.389,TRITRYP
LmjF.33.0660,non-orphan,0,0.0434,26.4744,39.58,0.553,152,-1.03026,0.581,TRITRYP
LmjF.33.0680,non-orphan,0,0.11575,62.4906,37.33,0.567,441,0.30454,0.526,TRITRYP
LmjF.33.0690,non-orphan,0.925925926,0.10761,29.8383,41.28,0.592,156,-0.65769,0.465,TRITRYP
LmjF.33.0730,non-orphan,19.54765751,0.26038,13.4018,49.22,0.625,559,-0.15886,0.329,TRITRYP
LmjF.33.0740,non-orphan,29.35779817,0.25332,15.5442,46.42,0.624,376,-0.33963,0.346,TRITRYP
LmjF.33.0750,non-orphan,30.40865385,0.294,11.6649,45.17,0.642,772,-0.20168,0.333,TRITRYP
LmjF.33.0770,non-orphan,47.13375796,0.40107,32.1086,47.1,0.654,882,-0.38537,0.375,TRITRYP
LmjF.33.0780,non-orphan,80.97744361,0.64464,14.2554,51.36,0.643,1270,-0.5574,0.302,TRITRYP
LmjF.33.0790,non-orphan,23.64824718,0.54086,10.8757,52.51,0.623,1623,-0.16765,0.287,TRITRYP
LmjF.33.0840,non-orphan,56.56697009,0.27144,20.5726,49.56,0.63,709,-0.64739,0.309,TRITRYP
LmjF.33.0850,non-orphan,32.15811966,0.52345,12.1975,49.9,0.639,876,-0.28253,0.325,TRITRYP
LmjF.33.0860,non-orphan,10.37181996,0.19729,15.2952,44.56,0.616,451,-0.07251,0.373,TRITRYP
LmjF.33.0870,non-orphan,42.57246377,0.31939,33.3705,48.17,0.606,492,-0.35854,0.341,TRITRYP
LmjF.33.0890,non-orphan,20.11494253,0.07353,43.1905,43.43,0.553,114,-0.54912,0.382,TRITRYP
LmjF.33.0900,non-orphan,27.1875,0.38864,43.0484,47.35,0.6,580,0.24155,0.386,TRITRYP
LmjF.33.0910,non-orphan,2.259887006,0.12644,47.7062,39.14,0.601,117,-0.1265,0.475,TRITRYP
LmjF.33.0930,non-orphan,33.30388693,0.63411,16.0458,53.45,0.615,1072,-0.31744,0.283,TRITRYP
LmjF.33.0940,non-orphan,41.85667752,0.3487,14.8899,48.8,0.629,1168,-0.18784,0.345,TRITRYP
LmjF.33.0950,non-orphan,35.69230769,0.34209,29.7128,47.64,0.639,1565,-0.17061,0.339,TRITRYP
LmjF.33.0960,non-orphan,0,0.13893,34.42,44.68,0.594,414,-0.28551,0.456,TRITRYP
LmjF.33.0970,non-orphan,45.20547945,0.3832,39.1181,48.19,0.63,597,-0.59916,0.333,TRITRYP
LmjF.33.0980,non-orphan,19.64285714,0.30928,20.1692,42.62,0.598,164,-0.19695,0.398,TRITRYP
LmjF.33.0990,non-orphan,5.445544554,0.18755,52.2564,43.36,0.601,142,-0.09578,0.467,TRITRYP
LmjF.33.1010,non-orphan,7.256778309,0.15005,25.2428,43.08,0.614,1194,0.13325,0.401,TRITRYP
LmjF.33.1020,non-orphan,65.77319588,0.35032,18.8141,46.03,0.625,910,-0.5833,0.385,TRITRYP
LmjF.33.1035,non-orphan,80.5907173,0.80546,56.0147,44.92,0.618,177,-0.92938,0.385,TRITRYP
LmjF.33.1040,non-orphan,46.2745098,0.25472,15.8368,44.6,0.649,450,-0.35489,0.381,TRITRYP
LmjF.33.1050,non-orphan,12.5,0.37909,55.9733,49.82,0.605,428,-0.33108,0.302,TRITRYP
LmjF.33.1060,non-orphan,9.24287119,0.221,17.6713,45.61,0.615,957,0.28809,0.37,TRITRYP
LmjF.33.1070,non-orphan,3.96039604,0.10524,88.6328,33.55,0.615,243,-0.2535,0.607,TRITRYP
LmjF.33.1080,non-orphan,34.85148515,0.24546,17.8799,48.01,0.638,445,-0.28764,0.33,TRITRYP
LmjF.33.1100,non-orphan,58.23529412,0.49324,18.5008,47.92,0.653,960,-0.63031,0.3,TRITRYP
LmjF.33.1110,non-orphan,46.33251834,0.18246,25.1241,48.52,0.62,758,-0.54169,0.312,TRITRYP
LmjF.33.1120,non-orphan,85.49618321,0.4096,14.7411,47.69,0.636,333,-0.65646,0.361,TRITRYP
LmjF.33.1130,non-orphan,8.513513514,0.44387,22.8904,46.79,0.624,680,0.16206,0.381,TRITRYP
LmjF.33.1140,non-orphan,2.43902439,0.35154,29.8656,40.31,0.633,432,0.28565,0.476,TRITRYP
LmjF.33.1160,non-orphan,0,0.34509,33.7818,50.24,0.556,147,0.52789,0.41,TRITRYP
LmjF.33.1170,non-orphan,35.71428571,0.5273,26.4576,48.07,0.634,1438,-0.40647,0.343,TRITRYP
LmjF.33.1180,non-orphan,32.247557,0.29378,20.2241,47.45,0.633,247,-0.47895,0.357,TRITRYP
LmjF.33.1210,non-orphan,20.44334975,0.14804,23.6212,44.31,0.603,346,-0.5448,0.375,TRITRYP
LmjF.33.1220,non-orphan,49.64454976,0.31449,16.6696,45.7,0.637,784,-0.43622,0.352,TRITRYP
LmjF.33.1230,non-orphan,31.27753304,0.37541,11.0852,47.22,0.655,621,-0.15089,0.352,TRITRYP
LmjF.33.1240,non-orphan,27.07423581,0.43098,19.5537,46.7,0.641,856,-0.09381,0.343,TRITRYP
LmjF.33.1245,non-orphan,83.47639485,0.66151,18.2953,49.55,0.652,406,-0.17537,0.308,TRITRYP
LmjF.33.1250,non-orphan,9.718670077,0.08243,14.8463,46.49,0.611,331,-0.19033,0.361,TRITRYP
LmjF.33.1270,non-orphan,1.282051282,0.18114,18.9936,38.63,0.628,330,-0.44879,0.475,TRITRYP
LmjF.33.1280,non-orphan,5.286343612,0.0654,13.3204,47.55,0.541,167,-0.71856,0.4,TRITRYP
LmjF.33.1290,non-orphan,16.58986175,0.42739,20.5564,44.69,0.584,591,0.35025,0.369,TRITRYP
LmjF.33.1300,non-orphan,3.971631206,0.17648,23.0384,45.56,0.599,645,-0.11845,0.36,TRITRYP
LmjF.33.1310,non-orphan,11.64383562,0.36286,38.7244,45.77,0.614,670,-0.3997,0.336,TRITRYP
LmjF.33.1320,non-orphan,57.84615385,0.22644,4.5904,50.33,0.639,265,-0.44604,0.368,TRITRYP
LmjF.33.1370,non-orphan,76.49484536,0.5654,28.7554,46.94,0.631,425,-0.79882,0.339,TRITRYP
LmjF.33.1390,non-orphan,27.84090909,0.06052,17.8697,46.89,0.621,292,-0.7137,0.373,TRITRYP
LmjF.33.1400,non-orphan,70.90367428,0.47878,21.5226,48.07,0.637,1954,-0.59381,0.343,TRITRYP
LmjF.33.1420,non-orphan,0,0.21247,28.264,47.93,0.554,487,0.6924,0.376,TRITRYP
LmjF.33.1430,non-orphan,31.9379845,0.65597,18.9188,51.42,0.622,585,-0.33932,0.307,TRITRYP
LmjF.33.1440,non-orphan,58.49056604,0.58768,7.8528,51.94,0.608,682,-0.47302,0.329,TRITRYP
LmjF.33.1450,non-orphan,8.550185874,0.10752,13.683,36.28,0.596,209,-0.26364,0.533,TRITRYP
LmjF.33.1460,non-orphan,31.00775194,0.06156,7.345,43.04,0.603,327,-0.19511,0.381,TRITRYP
LmjF.33.1470,non-orphan,36.31578947,0.0042,31.7071,40.66,0.592,130,-0.79308,0.492,TRITRYP
LmjF.33.1500,non-orphan,12.5,0.19795,26.226,45.36,0.634,852,-0.08169,0.39,TRITRYP
LmjF.33.1510,non-orphan,16.93198263,0.63477,14.5532,52.65,0.629,631,-0.11965,0.29,TRITRYP
LmjF.33.1520,non-orphan,0,0.3822,27.0419,45.78,0.536,207,0.20966,0.309,TRITRYP
LmjF.33.1530,non-orphan,0,0.13071,38.9124,44.8,0.554,181,0.54199,0.436,TRITRYP
LmjF.33.1550,non-orphan,11.62790698,0.36833,15.1422,52.53,0.611,327,0.02599,0.303,TRITRYP
LmjF.33.1560,non-orphan,28.21917808,0.23267,34.2498,44.94,0.583,670,0.0806,0.408,TRITRYP
LmjF.33.1575,non-orphan,26.09457093,0.55498,27.908,55.75,0.605,511,-0.391,0.248,TRITRYP
LmjF.33.1590,non-orphan,2.331606218,0.17451,77.9258,40.59,0.57,326,0.11012,0.504,TRITRYP
LmjF.33.1600,non-orphan,24.50469239,0.52797,17.0377,50.78,0.63,899,-0.21057,0.311,TRITRYP
LmjF.33.1620,non-orphan,0.310880829,0.2442,35.9163,56.05,0.53,905,0.06298,0.261,TRITRYP
LmjF.33.1640,non-orphan,1.092896175,0.46911,13.7566,60.39,0.539,123,-0.49756,0.235,TRITRYP
LmjF.33.1650,non-orphan,0,0.27338,33.6047,53.24,0.548,265,0.08377,0.307,TRITRYP
LmjF.33.1660,non-orphan,0,0.56311,22.9766,57.69,0.578,204,-0.13235,0.321,TRITRYP
LmjF.33.1680,non-orphan,16.95906433,0.16334,26.6159,43.12,0.585,795,-0.3112,0.457,TRITRYP
LmjF.33.1710,non-orphan,11.14285714,0.06807,49.0781,41.91,0.568,640,-0.335,0.461,TRITRYP
LmjF.33.1720,non-orphan,8.333333333,0.15807,23.5719,44.29,0.595,408,-0.05613,0.413,TRITRYP
LmjF.33.1730,non-orphan,3.567681007,0.20367,12.2671,44.31,0.623,893,0.06629,0.377,TRITRYP
LmjF.33.1750,non-orphan,0,0.13371,63.5641,44.17,0.587,113,-0.20531,0.506,TRITRYP
LmjF.33.1780,non-orphan,17.62270846,0.16819,17.4465,48.31,0.583,1631,-0.27204,0.335,TRITRYP
LmjF.33.1790,non-orphan,0.958466454,0.11951,7.538,54.96,0.526,253,-0.15692,0.268,TRITRYP
LmjF.33.1810,non-orphan,2.455357143,0.2263,32.3629,56.86,0.521,388,-0.29356,0.279,TRITRYP
LmjF.33.1820,non-orphan,0,0.50815,23.9591,61,0.532,430,-0.22698,0.219,TRITRYP
LmjF.33.1850,non-orphan,26.58227848,0.51585,18.2439,44.37,0.609,256,-0.30273,0.4,TRITRYP
LmjF.33.1890,non-orphan,31.00649351,0.50015,12.2772,50.44,0.634,556,-0.13112,0.312,TRITRYP
LmjF.33.1895,non-orphan,41.17647059,0.21676,14.9154,56.02,0.593,127,-0.30315,0.366,TRITRYP
LmjF.33.1920,non-orphan,4.819277108,0.30266,21.5095,46.5,0.55,189,-0.19101,0.436,TRITRYP
LmjF.33.1940,non-orphan,12.11267606,0.27854,21.4768,41.71,0.582,650,0.31862,0.449,TRITRYP
LmjF.33.1950,non-orphan,29.57559682,0.33662,10.9094,47.74,0.622,694,-0.21412,0.349,TRITRYP
LmjF.33.1960,non-orphan,56.71641791,0.66629,8.7999,51.29,0.627,543,-0.26409,0.309,TRITRYP
LmjF.33.1970,non-orphan,33.69369369,0.36213,13.3139,46.92,0.634,495,-0.27778,0.328,TRITRYP
LmjF.33.1980,non-orphan,0.787401575,0.12442,12.7833,43.09,0.575,448,-0.21384,0.442,TRITRYP
LmjF.33.2010,non-orphan,17.0257123,0.12905,18.9231,40.81,0.624,1379,-0.2831,0.466,TRITRYP
LmjF.33.2030,non-orphan,18.24401368,0.36034,21.469,51.8,0.612,817,0.05679,0.33,TRITRYP
LmjF.33.2040,non-orphan,5.430932704,0.12243,16.3195,40.71,0.646,787,-0.12059,0.443,TRITRYP
LmjF.33.2050,non-orphan,10.50328228,0.20841,14.2053,38.55,0.631,397,-0.16348,0.504,TRITRYP
LmjF.33.2060,non-orphan,0,0.0956,80.572,36.31,0.598,116,-0.07414,0.639,TRITRYP
LmjF.33.2070,non-orphan,44.80823199,0.23244,23,43.96,0.611,1009,-0.42458,0.394,TRITRYP
LmjF.33.2080,non-orphan,25.41729894,0.44391,10.1846,48.7,0.653,1258,-0.15604,0.316,TRITRYP
LmjF.33.2100,non-orphan,36.5942029,0.23692,14.8694,45.82,0.615,492,-0.60386,0.348,TRITRYP
LmjF.33.2110,non-orphan,42.80701754,0.224,16.5645,50,0.606,510,-0.41529,0.325,TRITRYP
LmjF.33.2120,non-orphan,28.67383513,0.36206,25.0443,44.79,0.633,219,-0.49178,0.336,TRITRYP
LmjF.33.2130,non-orphan,71.32653061,0.36907,30.455,47.47,0.64,920,-0.34054,0.366,TRITRYP
LmjF.33.2140,non-orphan,41.63385827,0.17127,23.9594,45.31,0.614,956,-0.66684,0.371,TRITRYP
LmjF.33.2150,non-orphan,16.6130761,0.13857,32.7388,43.73,0.625,873,0.03895,0.406,TRITRYP
LmjF.33.2160,non-orphan,8.812260536,0.1447,23.0129,44.45,0.574,201,-0.35224,0.413,TRITRYP
LmjF.33.2170,non-orphan,37.6953125,0.50602,32.1776,47.19,0.64,1476,-0.37209,0.346,TRITRYP
LmjF.33.2210,non-orphan,14.62450593,0.08151,26.6483,41.91,0.58,193,-0.34249,0.437,TRITRYP
LmjF.33.2220,non-orphan,55.65110565,0.22649,31.9411,46.69,0.649,754,-0.60093,0.36,TRITRYP
LmjF.33.2230,non-orphan,6.134969325,0.11831,19.4228,42.92,0.619,266,-0.09436,0.409,TRITRYP
LmjF.33.2240,non-orphan,21.29380054,0.25737,23.678,48,0.597,311,-0.66752,0.412,TRITRYP
LmjF.33.2250,non-orphan,43.359375,0.32295,13.866,45.32,0.653,452,-0.29204,0.394,TRITRYP
LmjF.33.2280,non-orphan,8.675799087,0.39333,21.657,49.54,0.62,1035,-0.06928,0.324,TRITRYP
LmjF.33.2310,non-orphan,41.36752137,0.53429,12.315,49.08,0.62,525,-0.45257,0.304,TRITRYP
LmjF.33.2340,non-orphan,3.825136612,0.14887,142.779,40.72,0.612,489,-0.05256,0.455,TRITRYP
LmjF.33.2350,non-orphan,35.05494505,0.27847,18.3344,41.28,0.653,850,-0.02353,0.424,TRITRYP
LmjF.33.2360,non-orphan,36.53846154,0.45366,27.4828,45.51,0.632,928,-0.24849,0.345,TRITRYP
LmjF.33.2370,non-orphan,29.37399679,0.22842,16.0897,44.59,0.618,563,-0.31563,0.416,TRITRYP
LmjF.33.2380,non-orphan,54.24292845,0.46495,21.3562,47.95,0.623,541,-0.24566,0.356,TRITRYP
LmjF.33.2390,non-orphan,6.772334294,0.01199,56.1601,33.28,0.606,634,-0.46293,0.67,TRITRYP
LmjF.33.2430,non-orphan,13.23943662,0.23514,38.1158,43.72,0.622,650,-0.18308,0.396,TRITRYP
LmjF.33.2440,non-orphan,71.90812721,0.27387,145.627,38.39,0.635,506,-0.88795,0.484,TRITRYP
LmjF.33.2460,non-orphan,20.1620162,0.26257,39.0283,44.8,0.618,1051,-0.18582,0.424,TRITRYP
LmjF.33.2470,non-orphan,0,0.2211,24.1992,49.55,0.602,399,0.5406,0.343,TRITRYP
LmjF.33.2480,non-orphan,19.84496124,0.51267,9.5694,49.36,0.629,585,-0.17915,0.326,TRITRYP
LmjF.33.2510,non-orphan,29.57937585,0.15107,26.8831,41.88,0.646,677,-0.52644,0.165,TRITRYP
LmjF.33.2540,non-orphan,5.18783542,0.08723,71.7092,36.47,0.601,499,-0.49198,0.525,TRITRYP
LmjF.33.2580,non-orphan,1.886792453,0.03804,25.7266,43.39,0.623,99,-0.28283,0.407,TRITRYP
LmjF.33.2585,non-orphan,23.61111111,0.67128,4.4125,50.64,0.641,588,-0.05238,0.305,TRITRYP
LmjF.33.2590,non-orphan,29.90152193,0.32159,11.0193,47.25,0.649,1057,-0.11287,0.322,TRITRYP
LmjF.33.2630,non-orphan,48.40764331,0.27827,29.1235,43.48,0.648,1039,-0.35419,0.424,TRITRYP
LmjF.33.2640,non-orphan,38.78923767,0.41587,27.5767,48.2,0.625,386,-0.43472,0.354,TRITRYP
LmjF.33.2660,non-orphan,29.03752039,0.36941,8.5604,47.79,0.663,1166,-0.23782,0.359,TRITRYP
LmjF.33.2670,non-orphan,71.67182663,0.55384,21.9703,51.65,0.624,1232,-0.70235,0.291,TRITRYP
LmjF.33.2690,non-orphan,48.62385321,0.28257,11.0579,47.86,0.61,267,-0.60375,0.337,TRITRYP
LmjF.33.2710,non-orphan,8.444444444,0.08248,19.3772,48.5,0.616,165,-0.57939,0.308,TRITRYP
LmjF.33.2730,non-orphan,22.24199288,0.11753,34.8456,43.38,0.61,502,-0.45379,0.424,TRITRYP
LmjF.33.2750,non-orphan,26.97095436,0.51379,9.9662,49.37,0.638,1145,-0.18,0.3,TRITRYP
LmjF.33.2760,non-orphan,37.96791444,0.5901,21.0826,49.09,0.629,688,-0.30741,0.307,TRITRYP
LmjF.33.2770,non-orphan,34.65346535,0.23127,49.4823,44.91,0.631,243,-0.24403,0.424,TRITRYP
LmjF.33.2790,non-orphan,17.90878754,0.16052,21.0667,44.97,0.609,839,-0.1267,0.378,TRITRYP
LmjF.33.2800,non-orphan,8.056872038,0.10453,60.3275,33.78,0.596,151,-0.19669,0.595,TRITRYP
LmjF.33.2820,non-orphan,41.65390505,0.23289,23.6951,45.43,0.62,593,-0.57251,0.421,TRITRYP
LmjF.33.2830,non-orphan,0,0.23105,46.4876,43.43,0.576,232,-0.17845,0.415,TRITRYP
LmjF.33.2840,non-orphan,1.886792453,0.31435,35.4794,48.37,0.55,258,-0.3062,0.364,TRITRYP
LmjF.33.2860,non-orphan,37.79816514,0.32532,30.6979,49.88,0.588,485,-0.43505,0.318,TRITRYP
LmjF.33.2870,non-orphan,7.428571429,0.10395,16.395,43.14,0.629,115,-0.24435,0.356,TRITRYP
LmjF.33.2910,non-orphan,24.9862107,0.25225,22.0845,42.21,0.624,1753,-0.20787,0.432,TRITRYP
LmjF.33.2920,non-orphan,59.0296496,0.27722,17.2538,44.42,0.613,311,-0.98939,0.398,TRITRYP
LmjF.33.2930,non-orphan,24.54798331,0.16489,26.7398,40.46,0.622,1378,-0.23142,0.485,TRITRYP
LmjF.33.2960,non-orphan,26.16438356,0.16205,57.9254,37.93,0.612,670,-0.55224,0.56,TRITRYP
LmjF.33.2980,non-orphan,31.50684932,0.22882,21.3364,41.18,0.623,1181,-0.21211,0.464,TRITRYP
LmjF.33.2990,non-orphan,68.1122449,0.67377,34.9604,52.44,0.598,332,-0.75964,0.35,TRITRYP
LmjF.33.3000,non-orphan,54,0.54225,15.7743,51.36,0.612,990,-0.44596,0.328,TRITRYP
LmjF.33.3010,non-orphan,58.52324521,0.28086,27.1205,41.15,0.643,1037,-0.88708,0.438,TRITRYP
LmjF.33.3040,non-orphan,7.874015748,0.37065,14.1296,50.11,0.635,1337,0.04592,0.311,TRITRYP
LmjF.33.3090,non-orphan,14.11042945,0.12388,28.6676,41.66,0.625,1407,-0.25935,0.438,TRITRYP
LmjF.33.3100,non-orphan,17.33333333,0.12562,21.727,46.53,0.599,465,-0.44366,0.385,TRITRYP
LmjF.33.3130,non-orphan,3.835616438,0.28769,19.018,47.61,0.627,305,-0.07967,0.317,TRITRYP
LmjF.33.3140,non-orphan,0,0.32222,19.9994,47.35,0.623,1005,0.34537,0.371,TRITRYP
LmjF.33.3160,non-orphan,19.85428051,0.19101,17.4732,46.72,0.601,489,-0.58548,0.356,TRITRYP
LmjF.33.3170,non-orphan,22.92020374,0.509,37.0243,51,0.614,529,-0.18526,0.316,TRITRYP
LmjF.33.3180,non-orphan,36.60714286,0.4382,28.9705,47.38,0.615,612,-0.10033,0.382,TRITRYP
